age,income,previous_purchase,will_purchase
64,60369,Yes,No
23,43837,No,No
49,64858,No,No
67,22564,No,Yes
63,49441,No,Yes
64,70269,No,Yes
48,41147,No,No
62,63024,Yes,Yes
50,59431,No,No
24,55963,Yes,Yes
55,66458,No,No
26,60613,No,Yes
22,38411,Yes,No
35,40128,Yes,No
52,38255,Yes,No
58,64005,Yes,No
51,61648,Yes,No
63,31720,Yes,Yes
29,58819,Yes,Yes
20,69989,Yes,No
68,62829,Yes,No
35,55688,No,Yes
22,63336,No,Yes
44,54456,Yes,Yes
65,49473,No,Yes
29,42923,Yes,Yes
41,42950,No,Yes
49,69464,Yes,No
62,60270,No,No
68,66784,No,No
25,74191,No,Yes
66,65395,No,No
56,46876,Yes,No
31,60459,No,No
36,42518,Yes,Yes
66,20808,Yes,Yes
24,59662,No,Yes
44,43779,No,Yes
45,35928,No,Yes
59,48439,No,Yes
49,75478,Yes,No
48,65731,Yes,No
38,63099,No,No
26,28402,Yes,Yes
21,61530,No,Yes
34,32523,No,No
51,27407,Yes,No
60,60917,Yes,No
44,24293,Yes,Yes
58,42244,No,No
51,30002,No,Yes
41,67151,No,No
41,30230,Yes,Yes
50,47479,Yes,Yes
53,65282,Yes,No
20,59403,No,Yes
28,45000,Yes,No
59,72690,Yes,No
49,74650,Yes,No
57,73002,Yes,No
32,27016,Yes,Yes
27,48123,No,No
27,53486,Yes,No
29,37953,Yes,No
50,29769,No,Yes
44,46524,Yes,Yes
29,31650,Yes,No
41,71199,Yes,No
39,71636,Yes,Yes
39,25125,No,Yes
59,51680,Yes,Yes
49,23161,No,No
34,40602,Yes,Yes
65,78421,Yes,Yes
51,64993,Yes,No
43,47855,No,No
65,24356,No,Yes
45,57242,Yes,No
27,28439,No,Yes
35,56584,No,Yes
55,20587,Yes,Yes
47,75049,No,No
58,74730,Yes,No
50,29224,Yes,No
33,20292,Yes,No
50,74691,Yes,Yes
36,23319,No,Yes
60,28044,Yes,Yes
68,53062,No,No
56,54949,No,Yes
45,45142,Yes,Yes
40,70358,Yes,Yes
61,24213,No,Yes
28,34550,Yes,No
35,54133,Yes,Yes
51,34813,Yes,No
54,46894,Yes,Yes
66,38078,Yes,Yes
28,79913,Yes,Yes
36,67193,No,No
43,28131,Yes,Yes
59,71174,No,Yes
69,24285,No,No
34,32795,Yes,No
50,45807,No,No
68,23509,Yes,Yes
24,24413,No,No
20,39574,Yes,No
67,58725,Yes,No
45,79426,No,Yes
21,60085,Yes,Yes
37,22583,Yes,Yes
36,38064,Yes,Yes
35,58747,No,No
39,58045,No,Yes
43,57404,No,No
65,61871,No,Yes
32,68202,Yes,No
67,72990,Yes,Yes
52,45016,Yes,Yes
42,71717,Yes,No
46,67549,No,No
49,54089,Yes,Yes
39,63739,Yes,No
50,30150,Yes,No
31,30893,No,Yes
27,71519,Yes,Yes
38,69585,Yes,No
39,79877,No,Yes
52,68809,No,Yes
69,72853,Yes,No
24,44378,No,Yes
41,56703,No,Yes
67,31532,No,No
66,30544,Yes,Yes
25,57772,Yes,No
44,71806,No,No
56,56950,No,No
20,50373,Yes,No
66,46000,Yes,Yes
20,61369,Yes,No
49,78724,Yes,Yes
33,76676,Yes,Yes
32,56225,No,Yes
31,58560,No,Yes
28,31344,No,Yes
58,71531,Yes,No
49,34288,Yes,No
27,34724,Yes,Yes
62,69377,Yes,No
25,53441,No,No
59,56962,Yes,Yes
44,78917,Yes,No
44,71326,No,Yes
27,70297,Yes,Yes
26,79215,Yes,No
46,28042,Yes,Yes
46,25506,Yes,No
43,35458,No,Yes
68,73444,Yes,No
38,48790,Yes,No
48,25613,No,No
58,50715,No,Yes
58,33459,No,Yes
51,76189,Yes,No
30,75708,No,Yes
27,48634,Yes,No
69,50110,No,No
39,27293,Yes,No
37,74705,Yes,Yes
52,67113,No,Yes
67,26607,No,Yes
46,25751,No,No
60,34362,No,Yes
57,39114,No,Yes
39,48313,No,Yes
56,21840,No,No
48,69290,No,No
27,32057,Yes,No
59,31538,Yes,No
20,52896,Yes,No
45,50652,No,Yes
26,73142,No,Yes
50,75935,Yes,No
65,36985,No,Yes
57,32211,No,Yes
53,40407,Yes,Yes
51,23023,No,Yes
42,74093,Yes,Yes
38,72813,No,Yes
58,24545,Yes,Yes
37,67407,Yes,Yes
35,37693,No,Yes
32,45642,Yes,No
61,24910,Yes,No
56,36044,Yes,No
52,30389,Yes,Yes
23,50396,Yes,No
65,33134,No,Yes
33,35221,No,No
33,64735,Yes,No
60,48168,No,No
31,36888,No,Yes
21,50227,No,Yes
47,29482,No,Yes
30,79058,No,Yes
59,57531,Yes,No
47,69846,No,No
47,27229,No,Yes
35,53258,Yes,Yes
58,22256,Yes,Yes
47,20892,No,No
32,63530,No,Yes
35,77691,Yes,No
46,63415,Yes,Yes
25,59447,No,No
30,72922,No,Yes
24,24122,No,Yes
40,75409,Yes,Yes
41,51133,Yes,No
37,23991,Yes,Yes
42,66057,No,No
39,71025,No,Yes
31,24311,No,No
57,45352,Yes,No
27,62590,No,No
36,73013,No,No
21,63184,No,Yes
57,59255,No,Yes
35,50430,No,No
66,51162,Yes,No
51,48996,No,No
27,56566,Yes,Yes
49,75333,Yes,No
29,40982,No,Yes
42,22288,No,Yes
50,73654,Yes,Yes
30,60294,Yes,Yes
52,34393,No,Yes
47,55006,Yes,No
56,73805,No,Yes
40,48623,No,No
49,73799,No,No
49,44237,Yes,No
25,31131,Yes,No
62,69717,No,Yes
31,75639,No,No
45,60385,No,Yes
26,50829,No,No
38,20632,Yes,No
35,43183,Yes,Yes
43,42357,Yes,No
57,55216,Yes,No
36,61304,Yes,Yes
20,68178,Yes,Yes
64,73387,Yes,Yes
67,26040,No,Yes
40,72333,No,Yes
50,64638,Yes,No
34,38713,Yes,No
48,67817,No,No
65,31017,No,Yes
65,38643,Yes,No
57,75076,Yes,No
39,67372,Yes,No
40,56901,No,Yes
53,20826,Yes,Yes
51,52207,Yes,Yes
38,79850,Yes,No
34,24342,No,Yes
26,59644,Yes,Yes
37,32197,No,No
54,50005,No,No
58,61125,No,Yes
36,52147,Yes,Yes
67,43340,No,Yes
45,76483,Yes,Yes
57,37109,Yes,Yes
59,29418,No,No
66,55257,Yes,No
68,41443,Yes,No
64,79014,Yes,Yes
35,79987,Yes,Yes
68,53982,No,Yes
39,25989,Yes,Yes
40,27805,Yes,Yes
64,48475,No,Yes
62,36105,Yes,Yes
56,71717,Yes,No
55,78193,Yes,Yes
46,45074,No,No
37,31926,No,No
55,41493,No,Yes
61,49537,No,No
37,50112,Yes,No
62,60992,No,No
33,72061,Yes,No
34,46655,Yes,Yes
47,63643,No,No
36,63963,Yes,Yes
37,61132,No,Yes
45,56345,Yes,No
66,61310,No,Yes
34,46290,No,No
22,67408,No,Yes
34,67395,No,Yes
67,28653,No,Yes
51,23468,Yes,No
31,25087,No,No
60,38546,Yes,No
36,70872,No,No
22,42652,Yes,Yes
65,22426,Yes,Yes
43,44793,Yes,Yes
55,79158,No,Yes
38,24908,No,Yes
35,61373,No,Yes
65,21946,Yes,Yes
30,53106,No,Yes
65,79249,Yes,No
30,69753,No,No
43,75165,Yes,No
42,48282,No,No
37,26628,No,Yes
39,31122,No,Yes
27,39018,Yes,Yes
25,20741,Yes,Yes
32,73856,Yes,No
24,75765,Yes,Yes
60,38785,No,No
47,47396,No,Yes
66,43951,Yes,No
55,56006,Yes,No
54,56933,Yes,No
41,23208,No,Yes
29,40853,No,No
21,76941,No,No
32,78328,No,No
35,23394,Yes,Yes
57,52055,No,No
65,26296,Yes,Yes
30,34500,No,No
54,79059,No,Yes
51,25874,Yes,Yes
27,65321,Yes,No
45,41501,Yes,No
51,56447,No,No
26,28576,No,Yes
22,54027,Yes,No
68,57499,Yes,No
22,64302,Yes,No
65,37564,Yes,Yes
40,70438,No,Yes
29,53534,No,No
69,47184,Yes,No
23,41320,Yes,No
69,26506,No,No
58,40215,No,Yes
48,39086,Yes,No
51,69943,Yes,Yes
51,24870,Yes,Yes
49,79738,Yes,No
26,49720,Yes,No
23,67338,No,Yes
64,69183,No,Yes
49,21746,No,Yes
49,33921,No,Yes
43,72320,Yes,Yes
65,26553,No,No
21,20071,Yes,Yes
36,34001,No,No
63,23926,Yes,Yes
29,67227,Yes,No
38,26712,Yes,Yes
68,54283,No,No
38,79999,Yes,No
45,56350,No,No
61,76424,Yes,Yes
45,27270,No,No
68,76676,Yes,No
68,27569,Yes,Yes
34,63913,Yes,Yes
51,46889,No,Yes
21,35171,No,No
36,64526,No,Yes
68,21633,No,Yes
45,68603,No,Yes
63,63717,No,No
60,34248,No,No
27,56014,Yes,Yes
50,45247,Yes,No
44,48169,Yes,Yes
62,73767,Yes,Yes
23,47161,Yes,No
43,59861,No,Yes
35,53652,Yes,No
53,28865,No,No
24,34848,Yes,Yes
33,58997,No,Yes
54,61884,No,No
29,53319,No,No
57,40608,Yes,Yes
32,53099,Yes,Yes
57,50077,No,No
63,41083,Yes,No
61,40864,No,No
32,27003,No,No
48,74228,No,Yes
59,59526,No,No
52,41550,Yes,No
41,46290,No,Yes
40,39109,No,No
39,67218,No,Yes
39,46792,Yes,Yes
67,52797,No,No
66,57398,No,Yes
53,49224,Yes,Yes
29,75564,No,Yes
39,45626,Yes,No
29,79812,Yes,Yes
54,71369,Yes,No
62,46832,Yes,No
44,42420,No,No
24,51848,Yes,Yes
38,58271,Yes,Yes
53,76618,Yes,No
60,55562,Yes,No
63,78154,Yes,No
49,73572,Yes,No
57,30513,Yes,No
51,65478,Yes,Yes
23,40906,No,No
69,25665,No,Yes
43,59947,Yes,No
56,63199,Yes,No
53,59971,No,Yes
24,27604,No,No
35,49903,No,Yes
32,64352,Yes,Yes
68,49924,Yes,No
66,56572,Yes,Yes
30,30189,No,Yes
38,50339,No,No
62,51634,No,No
47,21276,Yes,No
40,42208,No,Yes
49,65556,No,No
22,23469,Yes,Yes
41,64236,Yes,No
44,52338,No,No
56,20630,Yes,No
53,69462,Yes,Yes
49,67422,Yes,Yes
57,50836,No,No
34,47513,Yes,Yes
56,49634,Yes,Yes
57,35409,Yes,No
20,68261,Yes,Yes
68,25429,Yes,Yes
45,23491,No,No
50,36368,Yes,Yes
35,76143,Yes,No
27,69120,No,Yes
25,48796,No,No
51,38958,No,No
43,67422,No,Yes
37,44353,Yes,No
30,66231,Yes,No
61,27003,Yes,No
34,44117,Yes,No
38,63496,No,Yes
31,48238,Yes,Yes
64,73011,No,No
60,27072,Yes,Yes
35,42531,No,No
46,61506,No,Yes
63,53377,Yes,Yes
37,54469,No,Yes
68,67341,Yes,No
31,55751,No,Yes
64,30789,No,Yes
44,44395,No,No
69,22219,No,Yes
66,75948,No,Yes
37,25987,No,Yes
53,59872,No,Yes
35,74646,Yes,Yes
51,23266,Yes,No
61,46036,Yes,Yes
69,47211,Yes,No
53,56770,Yes,No
56,37460,No,No
53,61617,Yes,No
64,69972,No,No
60,70870,Yes,Yes
20,69818,Yes,Yes
41,30286,Yes,No
27,62493,No,No
61,49079,No,Yes
61,67929,No,No
56,28752,Yes,Yes
58,41818,No,No
68,24869,Yes,No
54,59668,Yes,Yes
57,27953,No,Yes
54,26958,Yes,Yes
63,20072,Yes,No
65,60364,Yes,Yes
46,75025,No,No
29,22633,Yes,Yes
55,76010,No,No
68,52105,Yes,Yes
30,31338,No,Yes
57,56178,No,No
25,22314,No,Yes
26,53542,No,No
66,75332,No,Yes
32,71927,Yes,No
59,75377,Yes,Yes
24,56661,No,No
51,66850,Yes,No
24,20061,Yes,No
58,43996,Yes,Yes
38,62786,Yes,No
42,44873,Yes,No
54,62151,No,No
26,71449,Yes,No
27,42515,Yes,No
54,50786,No,No
66,32878,Yes,Yes
42,52101,Yes,Yes
42,74754,No,Yes
60,23107,Yes,No
28,71401,No,Yes
51,72538,No,Yes
62,34410,No,Yes
36,75920,No,No
50,20621,No,Yes
43,52811,No,Yes
32,73330,No,Yes
66,66763,Yes,Yes
45,20820,No,Yes
25,35923,No,No
44,58174,Yes,No
49,34614,Yes,Yes
25,68048,No,No
20,71061,Yes,No
29,61567,No,No
35,52470,No,Yes
36,21848,Yes,No
48,30215,No,Yes
62,21053,No,Yes
39,29113,Yes,Yes
47,50776,No,No
47,53378,No,Yes
31,37376,Yes,Yes
41,53412,No,Yes
54,61958,No,No
67,71872,No,No
58,67201,No,No
30,70411,Yes,Yes
20,35263,No,No
38,61389,No,Yes
51,29997,No,Yes
51,77682,No,Yes
34,53828,Yes,Yes
34,63647,Yes,Yes
54,38211,No,No
21,45118,Yes,No
62,34175,No,Yes
32,24820,Yes,Yes
54,68414,Yes,Yes
63,36233,Yes,Yes
23,52810,No,No
66,58705,Yes,No
31,24838,Yes,Yes
51,33307,No,No
55,52169,No,No
68,23966,No,Yes
21,66779,No,Yes
34,23905,Yes,No
65,65486,No,No
56,35665,Yes,Yes
58,30463,Yes,Yes
39,56176,No,Yes
44,20371,Yes,No
22,48493,No,No
64,60199,Yes,No
49,62584,Yes,Yes
43,42456,No,No
62,75927,No,No
42,58924,Yes,Yes
45,45139,Yes,No
59,44731,No,No
26,64644,No,Yes
62,45760,No,No
53,78360,Yes,No
44,30012,No,Yes
53,72268,Yes,Yes
67,67002,No,Yes
63,58577,No,No
57,71028,No,No
65,24937,Yes,Yes
52,35408,Yes,No
63,33710,Yes,No
52,51538,Yes,Yes
20,21049,Yes,Yes
38,75934,Yes,Yes
42,28315,Yes,No
51,47787,No,No
64,25719,Yes,No
21,32677,Yes,No
46,58360,Yes,No
45,37073,Yes,Yes
62,36447,Yes,No
57,31862,Yes,No
47,42711,Yes,Yes
40,38763,Yes,Yes
53,37569,Yes,No
52,39618,Yes,No
53,64998,No,No
30,77413,Yes,Yes
20,35616,No,No
66,35980,No,Yes
54,23914,Yes,No
62,56459,No,Yes
26,62511,Yes,No
60,40447,Yes,Yes
46,69606,Yes,No
64,44098,No,No
30,29106,Yes,No
46,40016,No,Yes
60,49086,No,Yes
31,20782,No,No
60,58282,Yes,Yes
64,72468,No,No
41,70855,Yes,No
40,60144,Yes,Yes
30,32205,Yes,Yes
28,67295,Yes,No
56,50245,Yes,No
23,38547,No,No
20,22288,Yes,No
44,49586,Yes,No
24,35062,Yes,Yes
22,21342,No,Yes
40,58993,Yes,No
49,39329,Yes,No
47,64873,Yes,Yes
61,50073,Yes,No
36,56215,No,No
28,63164,Yes,No
56,75924,No,No
36,20227,Yes,Yes
24,63864,No,Yes
40,30878,No,Yes
36,42311,No,No
56,63685,Yes,Yes
34,76898,No,Yes
30,67946,No,Yes
35,42346,No,No
21,38387,No,No
67,34831,Yes,Yes
42,70703,Yes,Yes
56,69834,No,Yes
53,57342,No,No
54,36927,No,Yes
59,60551,Yes,Yes
53,52196,Yes,No
37,65564,No,Yes
63,47196,No,No
51,24737,No,Yes
55,57729,No,No
56,25891,No,Yes
28,68920,Yes,Yes
27,77359,No,Yes
34,34442,No,No
62,22545,Yes,Yes
54,51180,Yes,Yes
59,45585,Yes,No
67,51156,No,No
63,61041,Yes,No
29,46322,No,No
54,40615,No,Yes
44,66175,No,No
54,44197,No,No
32,76949,Yes,No
31,72742,No,No
26,49226,Yes,Yes
40,21028,No,No
49,72334,Yes,Yes
22,21446,Yes,Yes
23,55344,No,Yes
55,20065,Yes,Yes
40,54469,No,Yes
44,50629,No,Yes
21,65425,No,Yes
50,27061,Yes,Yes
64,76844,Yes,No
51,33055,No,Yes
45,52917,Yes,No
50,47716,Yes,No
49,67579,No,Yes
55,20710,No,Yes
38,49101,Yes,No
51,67390,No,Yes
38,35588,No,Yes
56,35765,No,Yes
30,33741,Yes,Yes
65,75709,No,Yes
22,30266,Yes,Yes
38,36171,Yes,No
48,50438,No,Yes
36,22126,No,No
31,71831,No,Yes
60,34716,Yes,Yes
50,35446,No,No
43,40186,Yes,No
58,68937,No,Yes
39,59368,Yes,No
23,23820,No,No
64,24175,No,No
66,56014,Yes,Yes
52,45559,Yes,No
40,60240,No,Yes
24,69691,No,No
47,78287,No,Yes
66,75199,No,No
63,61918,Yes,No
33,36681,Yes,Yes
20,55554,No,Yes
46,37872,No,Yes
66,54609,No,No
23,62964,No,No
66,26887,No,No
41,53261,No,Yes
44,68841,Yes,No
44,21888,No,No
24,47413,Yes,Yes
42,57084,No,Yes
42,76606,Yes,Yes
55,76546,No,No
36,52026,No,Yes
28,39080,No,Yes
66,63886,Yes,No
64,20717,Yes,No
57,22393,Yes,No
46,67138,Yes,No
37,77194,No,No
29,64442,Yes,Yes
59,35634,No,Yes
66,69554,No,Yes
26,33861,Yes,Yes
48,31747,Yes,No
39,23511,No,No
68,64642,Yes,No
45,20296,Yes,Yes
60,25631,Yes,No
49,37218,Yes,Yes
47,73109,No,Yes
51,36396,Yes,No
60,39794,Yes,Yes
26,21800,Yes,Yes
36,44983,No,No
40,50604,No,Yes
26,68447,No,No
26,21281,Yes,Yes
45,71817,Yes,Yes
63,25448,Yes,No
64,48395,No,No
31,35668,Yes,Yes
29,41630,Yes,No
60,53381,Yes,No
26,74921,No,No
47,78112,Yes,No
46,47973,No,No
59,60322,No,Yes
52,48212,Yes,Yes
22,46338,No,No
66,53967,No,No
63,65540,Yes,Yes
55,49979,Yes,Yes
59,75680,No,Yes
64,38786,No,Yes
33,24940,Yes,No
61,48383,Yes,No
60,42823,No,No
35,41817,No,Yes
67,26140,Yes,Yes
69,30300,No,Yes
45,75960,Yes,No
39,77914,Yes,Yes
23,33582,No,No
42,73881,No,Yes
66,68239,No,No
67,35614,No,No
22,37021,Yes,No
32,71657,No,Yes
39,20936,No,No
61,54724,No,Yes
25,39340,Yes,No
48,48528,Yes,No
20,70662,Yes,Yes
37,29380,Yes,No
50,57264,No,Yes
46,68796,Yes,Yes
46,79420,Yes,Yes
60,50597,Yes,No
41,61781,No,Yes
59,70226,Yes,Yes
27,72064,Yes,Yes
40,42798,No,Yes
38,59630,Yes,Yes
58,58487,No,Yes
48,68297,Yes,Yes
22,58163,Yes,No
61,32716,No,No
30,47823,No,No
59,49662,Yes,Yes
42,64710,No,No
55,36379,No,Yes
52,32582,No,No
25,77821,Yes,Yes
61,78168,No,No
61,35091,No,No
44,26142,No,No
46,76477,Yes,No
45,55366,Yes,No
27,40349,Yes,Yes
33,39810,Yes,Yes
20,73981,Yes,No
58,77791,No,Yes
26,20066,No,No
20,76775,Yes,Yes
46,63238,Yes,Yes
58,37925,Yes,Yes
45,77859,No,Yes
55,24797,Yes,No
64,56722,No,Yes
23,43475,Yes,Yes
39,33850,Yes,Yes
48,32891,Yes,Yes
48,61694,Yes,No
59,70122,No,No
21,22364,Yes,Yes
22,74514,Yes,No
68,68607,No,Yes
48,56333,No,Yes
68,32498,No,Yes
21,24244,Yes,No
37,71240,No,Yes
66,50756,No,No
50,55733,Yes,Yes
37,45786,Yes,No
20,42930,Yes,Yes
47,51587,Yes,Yes
49,58033,No,Yes
48,58541,No,No
64,54996,Yes,Yes
49,78160,No,Yes
32,76576,Yes,No
62,77630,No,No
41,30196,Yes,No
45,51154,No,Yes
50,60612,Yes,No
23,22169,No,No
53,71744,No,No
43,68847,No,No
33,57405,Yes,No
46,45460,Yes,No
33,60813,Yes,No
68,27838,No,Yes
27,55410,Yes,No
53,36334,No,No
44,78058,No,No
56,49913,No,No
27,73719,Yes,Yes
62,64849,Yes,Yes
51,48147,No,No
40,50511,No,No
41,49223,No,No
22,27216,Yes,No
62,41578,Yes,No
34,56683,No,No
22,67957,Yes,No
32,37102,Yes,Yes
68,31636,Yes,Yes
58,56928,No,Yes
51,31808,Yes,Yes
26,33596,Yes,Yes
57,25290,Yes,No
24,73813,No,Yes
43,28888,Yes,No
69,26637,Yes,No
36,25998,No,Yes
59,38067,No,Yes
31,50303,No,No
35,56243,No,Yes
42,56070,No,Yes
50,42842,No,No
42,41467,No,No
28,55049,No,No
56,26989,Yes,Yes
68,29753,No,Yes
46,74370,No,Yes
58,71652,Yes,No
20,31351,Yes,Yes
66,27499,Yes,No
27,75726,No,No
58,79753,Yes,No
47,42437,Yes,Yes
23,68583,No,Yes
65,50201,Yes,No
67,33551,No,No
59,64703,No,No
23,59333,No,No
38,24029,Yes,Yes
49,75455,Yes,Yes
24,28944,Yes,Yes
33,27311,No,No
69,71154,Yes,No
64,36501,No,No
56,52598,Yes,No
46,45126,No,No
33,56789,No,No
36,26886,Yes,No
32,52798,Yes,Yes
37,44676,Yes,Yes
54,66099,No,No
68,49941,No,No
49,73036,Yes,Yes
47,70485,Yes,No
22,43176,Yes,Yes
28,54599,No,No
39,68033,Yes,Yes
58,25863,No,Yes
20,77707,Yes,No
25,66067,Yes,Yes
48,77832,No,Yes
32,47537,Yes,Yes
68,41135,No,Yes
57,74388,Yes,No
27,76717,Yes,Yes
20,27473,Yes,Yes
36,44562,Yes,No
64,73728,No,No
61,76930,Yes,Yes
37,28980,No,No
56,53798,Yes,No
63,66692,Yes,No
42,21208,No,No
41,20151,Yes,No
33,33588,Yes,No
36,38434,Yes,Yes
35,49995,No,Yes
25,76998,Yes,No
43,79831,No,Yes
53,70926,No,No
26,27343,Yes,Yes
46,48344,Yes,Yes
30,79121,Yes,No
67,25426,Yes,No
46,30736,No,Yes
31,23569,Yes,Yes
29,33178,No,Yes
43,52933,No,Yes
22,73767,Yes,Yes
28,27467,No,Yes
26,55147,Yes,Yes
57,27266,No,No
52,37923,Yes,Yes
34,71870,No,No
42,62300,No,No
56,66994,Yes,Yes
38,38598,Yes,No
39,60032,No,Yes
62,77698,Yes,No
57,79447,Yes,Yes
22,55285,No,Yes
51,60927,No,No
38,27681,No,No
51,57501,Yes,No
21,21425,Yes,Yes
31,55186,No,No
53,33909,Yes,Yes
52,66315,Yes,No
45,46822,Yes,Yes
24,20123,Yes,No
60,21163,No,No
20,51798,No,Yes
39,60074,No,No
51,58874,No,No
65,58294,Yes,Yes
29,79205,No,No
49,38894,No,Yes
35,76064,No,Yes
61,71681,Yes,No
43,54852,Yes,Yes
32,69533,No,No
59,40513,No,No
62,59241,Yes,No
21,69402,No,No
47,59963,Yes,No
40,33183,No,Yes
49,47304,Yes,Yes
47,33180,No,Yes
33,42260,Yes,Yes
37,38716,No,No
29,56115,No,Yes
38,36246,No,Yes
53,31042,No,Yes
32,26309,Yes,No
20,57419,No,Yes
69,43011,Yes,Yes
43,51120,No,Yes
47,70033,No,Yes
30,58118,Yes,No
57,43059,No,No
21,45605,No,Yes
63,27030,Yes,Yes
27,38861,No,No
47,71058,Yes,No
26,39850,Yes,No
38,35463,Yes,Yes
51,36808,Yes,Yes
27,55734,Yes,Yes
30,29391,No,No
46,37540,No,Yes
50,28780,No,Yes
22,46546,Yes,No
55,41468,No,Yes
25,24553,No,Yes
24,64226,No,Yes
46,59038,Yes,No
33,49570,Yes,Yes
28,78307,Yes,No
36,29929,Yes,Yes
55,69078,Yes,No
63,55761,No,No
69,67751,Yes,Yes
40,66858,Yes,Yes
59,69907,No,Yes
25,79496,Yes,No
46,38615,No,No
61,66239,No,No
60,78201,No,Yes
60,75265,No,Yes
35,26906,Yes,No
43,43155,Yes,No
61,45152,No,No
55,47503,No,Yes
59,52119,Yes,No
40,44361,No,No
36,33418,No,Yes
41,45237,Yes,No
60,48545,No,Yes
40,68049,No,No
49,76517,Yes,No
27,58586,Yes,Yes
58,53036,No,Yes
37,38979,Yes,No
59,57393,No,No
30,46338,No,Yes
69,60614,No,Yes
37,75303,No,Yes
57,40273,No,Yes
22,32332,No,No
26,57372,No,No
21,25105,No,No
32,62683,No,No
64,70076,No,No
47,49358,Yes,No
54,49650,No,Yes
41,49483,Yes,Yes
29,30360,No,Yes
42,57545,No,Yes
63,59968,No,No
38,65766,No,No
20,42257,Yes,No
38,71567,No,Yes
23,59861,No,No
41,53692,No,Yes
38,30453,No,No
62,77628,Yes,No
54,54375,Yes,Yes
38,68562,Yes,No
31,70753,No,Yes
58,49433,No,Yes
40,22551,No,Yes
56,62061,Yes,No
23,61785,Yes,Yes
40,78289,Yes,Yes
58,37925,Yes,No
51,75281,Yes,No
26,43349,Yes,Yes
54,43836,No,Yes
40,41884,No,No
28,26472,No,No
66,63974,No,Yes
34,35888,Yes,Yes
56,77670,No,No
27,32709,Yes,No
58,25973,Yes,Yes
65,46404,Yes,No
22,36802,No,Yes
27,55039,No,No
51,75508,No,No
62,28361,No,No
24,30366,No,No
40,77925,No,Yes
61,59560,Yes,No
33,72841,Yes,Yes
27,34797,No,Yes
68,31780,No,Yes
28,78233,Yes,No
57,78460,Yes,Yes
50,23720,No,Yes
49,49818,Yes,No
39,26603,Yes,No
21,64485,Yes,No
57,29043,No,No
33,50121,Yes,No
23,52402,Yes,Yes
50,28874,No,Yes
29,42563,No,Yes
32,24832,Yes,Yes
41,41946,No,No
60,68643,No,Yes
68,45102,Yes,No
52,53304,No,No
29,63497,Yes,No
43,69451,No,Yes
35,74002,Yes,Yes
54,27464,Yes,No
47,26964,No,No
57,28563,Yes,Yes
54,24227,No,Yes
69,73886,No,Yes
41,42364,Yes,No
39,61223,No,Yes
64,74331,No,No
51,37910,No,No
51,35749,No,No
51,31960,Yes,Yes
30,28503,No,Yes
36,79379,Yes,Yes
64,42505,No,No
46,39739,No,No
31,62947,Yes,Yes
50,77633,Yes,Yes
61,70358,Yes,Yes
36,53695,Yes,Yes
67,24646,Yes,No
46,60793,Yes,Yes
41,79862,Yes,Yes
54,65018,Yes,No
43,69454,No,Yes
60,58189,Yes,No
42,52436,No,No
20,48578,No,No
66,32903,Yes,No
22,43007,No,Yes
23,39712,Yes,Yes
43,51029,No,No
29,35335,Yes,No
21,28476,No,Yes
52,35314,No,Yes
37,52093,No,No
44,31686,No,Yes
39,36854,No,No
52,56047,No,Yes
31,52280,Yes,Yes
49,62743,No,No
33,45301,No,No
67,39182,Yes,Yes
33,35568,No,Yes
34,36539,No,No
58,52828,No,Yes
21,52318,Yes,Yes
66,44357,Yes,No
41,53372,Yes,Yes
59,23096,Yes,No
35,65622,No,No
50,29749,Yes,No
34,36367,No,Yes
68,31016,No,Yes
28,69451,No,Yes
53,27971,No,Yes
23,40963,Yes,Yes
30,72138,No,Yes
44,43801,Yes,No
55,35504,Yes,No
21,58073,Yes,No
31,29762,Yes,No
47,36707,No,Yes
56,57388,No,Yes
27,67214,No,No
47,40746,Yes,Yes
48,45754,Yes,Yes
23,27769,Yes,Yes
34,63127,No,Yes
63,33610,Yes,No
22,38983,Yes,Yes
69,73890,Yes,Yes
64,38827,Yes,Yes
34,29470,No,Yes
23,46313,Yes,Yes
42,55166,Yes,No
25,53222,No,No
51,74250,Yes,Yes
67,53465,Yes,Yes
48,35536,No,No
50,74825,Yes,Yes
36,49551,Yes,Yes
49,75093,No,Yes
60,64680,No,Yes
43,43296,No,No
37,64037,Yes,Yes
57,33264,No,No
35,65622,Yes,No
67,41999,Yes,No
58,41139,Yes,Yes
60,42273,Yes,No
32,55339,No,No
38,63996,No,No
44,64432,No,Yes
59,48531,No,No
21,67648,Yes,No
58,39065,No,Yes
68,56947,No,No
26,35736,No,No
33,77331,No,No
47,75628,Yes,Yes
45,54021,Yes,Yes
44,28666,Yes,No
43,78749,No,No
41,48431,Yes,Yes
62,23105,Yes,No
64,38229,Yes,No
51,20220,No,No
21,44951,Yes,Yes
46,63474,No,Yes
49,37186,Yes,Yes
41,34144,Yes,Yes
55,64360,Yes,No
27,57475,Yes,No
28,40684,No,Yes
50,76013,No,Yes
69,51677,No,No
40,23568,Yes,Yes
40,62478,Yes,No
57,35866,Yes,Yes
44,42374,No,No
43,22020,No,No
55,55078,No,No
53,62293,Yes,No
30,73417,No,No
51,26777,Yes,No
33,31399,Yes,No
46,44530,Yes,No
36,31385,Yes,No
24,76004,No,No
23,38299,No,No
64,39244,No,No
31,20265,No,No
36,24604,No,Yes
68,40206,Yes,Yes
49,36019,Yes,No
